nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
UD. Rangga Sumirat Cahya,Kesehatan,60.0,98.0,7974591.0,21632699.0,Shopee,745.0,Terdaftar,2003.0,-1044356.0,474000000.0,745.0
UD. Muthia Bagaskara,Pendidikan,33.0,29.0,2752581.0,9445934.000000002,Shopee,604.0,Belum Terdaftar,2014.0,6693353.0,186000000.0,604.0
UD. Rendi Kusumajati Mega,Kesehatan,23.0,42.0,4466267.0,28435570.0,Shopee,168.0,Terdaftar,2018.0,23969303.0,195000000.0,168.0
UD. Pandu Abadi,Kesehatan,5.0,91.0,4351947.0,41824079.0,Tokopedia,795.0,Belum Terdaftar,2003.0,37472132.0,288000000.0,795.0
UD. Balqis Bangun,Pendidikan,11.0,15.0,1656859.0000000005,36972044.0,Bukalapak,588.0,Belum Terdaftar,2023.0,35315185.0,78000000.0,588.0
UD. Kevin Jayeng Diyan,Pendidikan,19.0,20.000000000000004,6446188.0,48327855.0,Website Sendiri,494.0,Terdaftar,2016.0,41881667.0,117000000.0,494.0
UD. Wenny Wirawati,Pendidikan,44.0,96.0,7819482.0,8380657.0,Website Sendiri,994.0,Terdaftar,2000.0,561175.0,420000000.0,994.0
UD. Opik Baswara,Perdagangan,12.0,70.0,2720546.0,44570448.0,Lazada,180.0,Terdaftar,2001.0,41849902.0,246000000.0,180.0
UD. Gani Lestari,Kesehatan,11.0,10.0,948028.0,18923504.0,Shopee,998.0,Belum Terdaftar,2004.0,17975476.0,63000000.0,998.0
UD. Indira Padi,Pendidikan,10.0,90.0,2502631.0,45592789.0,Tokopedia,437.0,Belum Terdaftar,2006.0,43090158.0,300000000.0,437.0
UD. Odie Adhi,Pendidikan,79.0,33.0,8743807.0,6383113.0,Tokopedia,526.0,Belum Terdaftar,2010.0,-2360694.0,336000000.0,526.0
UD. Cahya Adikara Asep,Perdagangan,54.2,94.0,8435660.0,11007555.999999998,Tokopedia,390.0,Terdaftar,2001.0,2571896.0,492000000.0,390.0
UD. Elsa Praja,Perdagangan,29.0,30.0,7966051.0,34989779.0,Tokopedia,515.0,Terdaftar,2006.0,27023728.0,177000000.0,515.0
UD. Viera Adyatma,Pendidikan,20.000000000000004,26.0,7020024.0,26682267.0,Tokopedia,503.0,Terdaftar,2010.0,19662243.0,138000000.0,503.0
UD. Udin Mayang,Jasa,29.0,70.0,9822639.0,36850509.0,Shopee,487.0,Terdaftar,2004.0,27027870.0,297000000.0,487.0
UD. Yola Tirtaatmaja,Pendidikan,69.0,44.0,6857516.0,13847065.0,Shopee,637.0,Belum Terdaftar,2012.0,6989549.0,339000000.0,637.0
UD. Wenda Alam,Jasa,6.0,91.0,3858567.0,43020001.0,Website Sendiri,738.0,Belum Terdaftar,2012.0,39161434.0,291000000.0,738.0
UD. Qomar Tri,Jasa,43.0,11.0,712219.0,13391409.0,Lazada,387.0,Terdaftar,2010.6,12679190.0,162000000.0,387.0
UD. Livia Mulya Lando,Perdagangan,53.0,36.0,7944386.0,14091061.0,Tokopedia,463.0,Belum Terdaftar,2019.0,6146675.0,267000000.0,463.0
UD. Leni Widhi,Jasa,1.0,66.0,1552764.0,31667756.0,Bukalapak,213.99999999999994,Belum Terdaftar,2008.0,30114992.0,201000000.0,214.0
UD. Wenny Tunggul,Kesehatan,26.0,44.0,3241474.0,42874233.0,Website Sendiri,897.0,Terdaftar,2005.0,39632759.0,210000000.0,897.0
UD. Qiana Maju,Pendidikan,17.0,89.0,4515978.0,44537827.0,Lazada,607.0,Terdaftar,2005.0,40021849.0,318000000.0,607.0
UD. Miko Wiratama,Kesehatan,83.0,55.0,1285929.0,34112946.0,Website Sendiri,877.0,Terdaftar,2018.0,32827017.0,414000000.0,877.0
UD. Kevin Kinarya,Kesehatan,32.0,49.0,3513413.0,36816372.0,Shopee,954.0,Belum Terdaftar,2008.0,33302959.0,243000000.0,954.0
UD. Galang Wening,Jasa,76.6,49.0,6345343.0,1505910.0,Website Sendiri,135.0,Terdaftar,2017.0,-4839433.0,387000000.0,135.0
UD. Vino Wiraatmaja,Pendidikan,66.0,32.0,1848001.0,24888451.0,Shopee,49.0,Terdaftar,2003.0,23040450.0,294000000.0,49.0
UD. Wira Saputranegara,Jasa,19.0,55.0,3327603.0,46914786.0,Tokopedia,364.0,Terdaftar,2003.0,43587183.0,222000000.0,364.0
UD. Grego Saputra,Perdagangan,95.0,33.8,8115002.0,39834531.0,Shopee,892.0,Belum Terdaftar,2020.0,31719529.0,366000000.0,892.0
UD. Cakra Malam,Perdagangan,12.0,85.0,8275206.0,7064283.0,Shopee,890.0,Terdaftar,2009.0,-1210923.0,291000000.0,890.0
UD. Chika Mandala Lidya,Perdagangan,99.0,18.0,6926192.0,40512835.0,Bukalapak,989.0,Belum Terdaftar,2022.0,33586643.0,351000000.0,989.0
UD. Eddy Reswara,Perdagangan,40.0,76.0,5287260.0,36088341.0,Bukalapak,592.0,Belum Terdaftar,2004.0,30801081.0,348000000.0,592.0
UD. Omar Kusumasari,Pendidikan,39.0,88.0,9649690.0,34250597.0,Website Sendiri,688.0,Terdaftar,2003.0,24600907.0,381000000.0,688.0
UD. Berlian Siang,Perdagangan,16.0,67.0,508335.0,31720546.0,Tokopedia,585.0,Belum Terdaftar,2004.0,31212211.0,249000000.0,585.0
UD. Barokah Baswara,Perdagangan,85.0,38.0,6537005.0,27981974.0,Tokopedia,298.0,Terdaftar,2012.0,21444969.0,369000000.0,298.0
UD. Muthia Sidarta,Perdagangan,78.0,9.0,1120211.9999999995,36758717.0,Shopee,262.0,Terdaftar,2022.0,35638505.0,272400000.0,262.0
UD. Eka Bangun,Perdagangan,78.0,88.0,3974488.0,35299680.0,Website Sendiri,104.0,Belum Terdaftar,2021.0,31325192.0,498000000.0,104.00000000000006
UD. Kiki Wijaya,Jasa,11.0,5.0,6219385.0,13659652.0,Website Sendiri,341.0,Terdaftar,2001.0,7440267.0,47999999.99999997,341.0
UD. Ulil Widuri,Perdagangan,7.0,53.0,7115728.0,11062626.0,Tokopedia,397.0,Terdaftar,2013.0,3946897.999999998,180000000.0,397.0
UD. Sekar Kelana,Perdagangan,85.0,98.0,3359445.0,27617991.0,Website Sendiri,809.0,Belum Terdaftar,2008.0,24258546.0,549000000.0,809.0
UD. Hilmiyah Paseban,Kesehatan,92.0,43.0,7127770.0,40191533.0,Lazada,782.0,Belum Terdaftar,2016.0,33063763.0,405000000.0,782.0
UD. Made Agung,Jasa,11.0,97.0,9342285.0,7519859.0,Lazada,620.0,Terdaftar,2012.0,-1822426.0,324000000.0,620.0
UD. Budi Yudhistira,Perdagangan,35.0,58.0,2623076.0,3448213.0,Website Sendiri,659.0,Terdaftar,2012.0,825137.0,279000000.0,659.0
UD. Ujang Mandala Ina,Jasa,8.0,18.0,8802995.0,12319600.0,Bukalapak,469.0,Terdaftar,2010.0,3516605.0,78000000.0,469.0
UD. Mirna Lingga,Perdagangan,15.0,33.0,3540364.0,49673021.0,Website Sendiri,303.0,Terdaftar,2006.0,46132657.0,144000000.0,303.0
UD. Halim Nirbayu,Kesehatan,88.0,79.0,6123138.2,28794989.0,Lazada,518.0,Belum Terdaftar,2020.0,24035679.0,501000000.0,518.0
UD. Yusuf Permai,Jasa,13.0,84.0,3730485.0,44233723.0,Website Sendiri,959.0,Terdaftar,2011.0,40503238.0,291000000.0,959.0
UD. Zidan Gunawan,Pendidikan,33.0,5.0,7637924.0,31143870.0,Bukalapak,141.0,Belum Terdaftar,2019.0,23505946.0,114000000.0,141.0
UD. Bagas Utamaindah Opik,Jasa,89.0,60.0,2631839.0,27803303.0,Website Sendiri,546.0,Terdaftar,2016.0,25171464.0,447000000.0,546.0
UD. Rahmat Kayastha,Jasa,93.0,3.0,3994596.0,8690007.0,Shopee,849.0,Terdaftar,2017.0,4695411.0,288000000.0,849.0
UD. Yasir Cahaya,Pendidikan,87.0,78.0,4658343.0,33418093.0,Website Sendiri,30.0,Belum Terdaftar,2009.0,28759750.0,495000000.0,30.0
UD. Rafa Padi,Pendidikan,51.0,53.0,7981575.0,12737228.0,Bukalapak,694.0,Belum Terdaftar,2013.0,4755653.000000002,312000000.0,694.0
UD. Hanafi Nirmala,Jasa,83.0,38.0,4536572.0,34746124.0,Lazada,362.0,Belum Terdaftar,2001.0,30209552.0,363000000.0,362.0
UD. Harun Swargaloka,Kesehatan,81.0,91.0,6167017.0,32770400.0,Website Sendiri,429.0,Belum Terdaftar,2024.0,26603383.0,516000000.0,429.0
UD. Iqra Hastinapura,Pendidikan,44.0,11.0,3899756.0,12723604.0,Tidak Ada,777.0,Terdaftar,2017.0,8823848.0,165000000.0,777.0
UD. Via Tunggul,Kesehatan,81.0,86.0,8468969.0,2731596.0,Lazada,593.0,Belum Terdaftar,2008.0,-5737373.0,501000000.0,593.0
UD. Ismail Sukadarma Farid,Jasa,46.0,42.0,4646846.0,44457068.0,Lazada,573.0,Belum Terdaftar,2002.0,39810222.0,264000000.0,573.0
UD. Vito Madusari,Kesehatan,84.0,50.0,8214230.0,30633287.0,Website Sendiri,157.0,Terdaftar,2023.0,22419057.0,402000000.0,157.0
UD. Karim Jayabaya Nando,Kesehatan,18.000000000000004,64.0,6357623.0,43320774.0,Lazada,711.0,Belum Terdaftar,2002.0,36963151.0,246000000.0,711.0
UD. Chiko Tengah,Kesehatan,64.0,8.0,3908957.0,8300748.0,Lazada,100.0,Terdaftar,2021.0,4391791.0,216000000.0,100.0
UD. Pasha Bijaksana,Jasa,41.0,37.0,1591732.0,26578418.0,Tokopedia,81.0,Terdaftar,2024.0,24986686.0,225000000.0,81.0
UD. Wahyu Trisaktiatma Eni,Jasa,9.0,84.0,8126700.0,36151149.0,Bukalapak,93.0,Belum Terdaftar,2011.0,28024449.0,279000000.0,93.0
UD. Verdi Adikara Ujang,Jasa,0.0,69.0,5210363.0,49061362.0,Tokopedia,857.0,Terdaftar,2015.0,43850999.0,207000000.0,857.0
UD. Viera Brata,Perdagangan,60.0,94.0,9484972.0,43487473.0,Website Sendiri,273.0,Terdaftar,2007.0,34002501.0,462000000.0,273.0
UD. Eren Harapan,Jasa,99.0,74.0,2581016.0,34175387.0,Bukalapak,380.0,Terdaftar,2006.0,31594371.0,519000000.0,380.0
UD. Jibril Cempaka,Kesehatan,71.0,37.0,2925794.0,43455928.0,Website Sendiri,724.0,Terdaftar,2010.0,40530134.0,324000000.0,724.0
UD. Joko Kencana,Perdagangan,28.0,80.0,1645259.0,25889576.0,Bukalapak,733.0,Terdaftar,2014.0,24244317.0,324000000.0,733.0
UD. Nazar Asa,Jasa,27.0,97.0,8990827.0,29346669.0,Website Sendiri,154.0,Terdaftar,2018.0,20355842.0,372000000.0,154.0
UD. Galang Wacana,Jasa,41.0,42.0,7749794.0,30596834.0,Shopee,223.0,Belum Terdaftar,2004.0,22847040.0,249000000.0,223.0
UD. Sekar Ayodya,Kesehatan,29.0,92.0,8045861.0,37050559.0,Tokopedia,966.0,Terdaftar,2018.0,29004698.0,363000000.0,966.0
UD. Widya Wicaksana,Pendidikan,31.0,52.0,9448246.0,45480724.0,Shopee,610.0,Terdaftar,2019.0,36032478.0,249000000.0,610.0
UD. Ayesha Lempung,Pendidikan,49.0,53.0,9886299.0,8350593.0,Tokopedia,842.0,Belum Terdaftar,2015.0,-1535706.0,306000000.0,842.0
UD. Vino Kencana,Pendidikan,56.0,94.0,7049721.0,43798552.0,Website Sendiri,889.0,Terdaftar,2011.0,36748831.0,450000000.0,889.0
UD. Febri Trisudira,Perdagangan,4.0,49.0,3802748.0,4821438.0,Tokopedia,49.0,Terdaftar,2005.0,1018690.0,159000000.0,160.59999999999997
UD. Marsya Persada,Jasa,48.0,29.0,9488779.0,16750870.0,Website Sendiri,782.0,Terdaftar,2006.0,7262091.0,231000000.0,782.0
UD. Hanaura Cendana,Jasa,84.0,34.0,2816684.0,14022807.0,Website Sendiri,657.0,Belum Terdaftar,2009.0,11206123.0,323400000.0,657.0
UD. Qais Nawasena,Jasa,99.0,26.0,992168.0,16590095.0,Website Sendiri,299.0,Belum Terdaftar,2024.0,15597927.0,375000000.0,299.0
UD. Wira Sulaksana,Jasa,31.0,55.0,7206145.0,7622224.0,Website Sendiri,35.0,Terdaftar,2014.0,416079.0,258000000.0,35.0
UD. Damar Galuh,Pendidikan,72.0,82.0,564406.0,1169871.0,Website Sendiri,333.0,Belum Terdaftar,2000.0,605465.0,462000000.0,333.0
UD. Binar Kusumah,Perdagangan,51.0,90.0,5595445.0,11480004.0,Website Sendiri,770.0,Terdaftar,2021.0,5884559.0,426000000.0,770.0
UD. Bela Mandala,Perdagangan,33.0,4.0,8038769.0,33116463.0,Shopee,569.0,Belum Terdaftar,2001.0,25077694.0,111000000.0,569.0
UD. Riyan Darma,Pendidikan,6.0,74.0,8931913.0,5482824.0,Website Sendiri,390.0,Terdaftar,2001.0,-3449089.0,240000000.0,390.0
UD. Zulkarnaen Asri,Jasa,50.0,89.0,7466192.0,24973725.0,Tokopedia,447.0,Terdaftar,2009.0,17507533.0,417000000.0,447.0
UD. Reza Mulyo,Jasa,50.0,69.0,1824935.0,34391784.0,Website Sendiri,231.0,Belum Terdaftar,2019.0,32566849.0,357000000.0,231.0
UD. Gema Karang,Perdagangan,85.0,32.0,5583358.0,25420526.0,Website Sendiri,874.0,Terdaftar,2001.0,19837168.0,351000000.0,874.0
UD. Santi Pramudita,Perdagangan,46.0,81.0,5681182.0,26080889.0,Website Sendiri,786.0,Terdaftar,2018.0,20399707.0,381000000.0,786.0
UD. Salsa Abadi,Perdagangan,34.0,70.8,6124977.0,4792725.0,Tokopedia,434.0,Terdaftar,2021.0,-1332252.0,309000000.0,434.0
UD. Zidan Berkarya,Jasa,35.0,29.0,6356556.0,26550265.0,Lazada,686.0,Belum Terdaftar,2016.0,20193709.0,192000000.0,686.0
UD. Sani Sumirat,Jasa,11.0,77.0,8576848.0,20665971.0,Tokopedia,396.0,Belum Terdaftar,2017.0,12089123.0,264000000.0,396.0
UD. Candra Dewangga,Pendidikan,93.0,52.0,7105040.0,7776805.0,Website Sendiri,834.0,Belum Terdaftar,2003.0,671765.0,435000000.0,834.0
UD. Wulan Kawiswara,Jasa,4.0,76.0,5040394.0,21725927.0,Bukalapak,114.0,Belum Terdaftar,2011.0,16685533.0,240000000.0,114.0
UD. Ciko Nirbayu,Kesehatan,70.0,0.0,8042916.0,16641764.0,Bukalapak,652.0,Belum Terdaftar,2021.0,8598848.0,210000000.0,647.0
UD. Fira Anugerah Syifa,Pendidikan,44.0,20.000000000000004,1965408.0,16001523.0,Website Sendiri,426.0,Terdaftar,2018.0,14036115.0,192000000.0,426.0
UD. Dani Binasena Lea,Jasa,62.0,17.0,6729433.0,31911207.0,Bukalapak,68.0,Terdaftar,2000.0,25181774.0,237000000.0,68.00000000000006
UD. Amir Jayeng,Pendidikan,65.0,15.0,3296822.0,15177551.0,Shopee,538.0,Terdaftar,2018.0,11880729.0,240000000.0,538.0
UD. Olivia Dewangga Yumna,Kesehatan,99.0,36.4,8463615.0,4297813.0,Bukalapak,123.0,Terdaftar,2006.0,-4165802.0,309000000.0,123.0
UD. Hasna Pancasila,Pendidikan,93.0,79.0,1306411.0,9412313.999999998,Website Sendiri,163.0,Terdaftar,2016.0,8105903.0,516000000.0,163.0
UD. Adinda Karang,Jasa,20.000000000000004,8.0,9461440.0,9128389.999999998,Lazada,53.99999999999994,Belum Terdaftar,2022.0,-333050.0,84000000.0,54.0
UD. Odie Hastinapura,Perdagangan,36.0,82.0,4982159.0,9180005.0,Bukalapak,845.0,Belum Terdaftar,2005.0,4197846.0,354000000.0,794.0
UD. Tomi Kelana,Perdagangan,73.0,15.0,2290854.9999999995,37526172.0,Bukalapak,200.0,Belum Terdaftar,2020.0,35235317.0,264000000.0,200.0
UD. Ilmi Sejahtera,Perdagangan,25.0,32.0,9395114.0,34453361.0,Lazada,26.0,Belum Terdaftar,2021.0,25058247.0,171000000.0,26.0
UD. Xenia Satya Galang,Perdagangan,84.0,45.0,1306863.0,35327591.0,Bukalapak,163.0,Belum Terdaftar,2005.0,34020728.0,387000000.0,163.0
UD. Gusti Baskara,Jasa,73.0,91.0,2495337.0,39116072.0,Bukalapak,44.0,Terdaftar,2018.0,36620735.0,492000000.0,44.0
UD. Elva Ratu Wira,Jasa,33.0,5.0,1039153.0,35174880.0,Website Sendiri,243.0,Belum Terdaftar,2003.0,34135727.0,114000000.0,243.0
UD. Zainab Bijaksana,Perdagangan,68.0,52.0,2921562.0,34115618.0,Lazada,835.0,Terdaftar,2003.0,31194056.0,360000000.0,835.0
UD. Bayu Kusumajati,Jasa,48.0,61.0,9754689.0,5622297.0,Shopee,633.0,Terdaftar,2008.0,-4132392.0,327000000.0,633.0
UD. Tomi Selaras,Jasa,57.0,92.0,2749044.0,12591482.0,Bukalapak,562.0,Terdaftar,2014.0,9842438.0,447000000.0,624.6
UD. Hilmiyah Mulyo,Perdagangan,0.0,62.0,8380131.0,15379132.0,Shopee,733.0,Belum Terdaftar,2005.0,6999001.0,186000000.0,733.0
UD. Xenia Wirawati,Kesehatan,83.0,82.0,5983183.0,31773935.0,Bukalapak,378.0,Belum Terdaftar,2010.0,25790752.0,495000000.0,378.0
UD. Delia Jaya,Jasa,81.0,91.0,3164503.0,35986382.0,Tokopedia,653.0,Terdaftar,2002.0,32821879.0,516000000.0,653.0
UD. Heri Trisudira,Pendidikan,98.0,3.0,7259496.0,9314455.000000002,Lazada,501.0,Belum Terdaftar,2008.0,2054959.0,303000000.0,501.0
UD. Cinta Nirwasita,Jasa,42.0,59.0,7421131.0,5263932.0,Shopee,82.0,Terdaftar,2007.0,-2157199.0,303000000.0,82.0
UD. Hesti Satria,Jasa,24.0,1.0,1214454.9999999995,37823426.0,Lazada,25.0,Terdaftar,2013.0,36608971.0,75000000.0,25.0
UD. Celsi Pagi,Perdagangan,32.599999999999994,89.0,927545.0,20032196.0,Tokopedia,385.0,Belum Terdaftar,2011.0,19104651.0,366000000.0,385.0
UD. Khalid Cinta Viera,Jasa,36.0,77.0,1317299.0,29516669.0,Tokopedia,570.0,Terdaftar,2003.0,28199370.0,339000000.0,570.0
UD. Ucup Gatra,Jasa,43.0,13.0,6818304.0,8360532.0,Website Sendiri,661.0,Belum Terdaftar,2009.0,1542228.0,168000000.0,661.0
UD. Made Citra,Pendidikan,61.0,75.0,4188081.0,2484464.0,Website Sendiri,965.0,Terdaftar,2004.0,-1703617.0,408000000.0,965.0
UD. Muthia Panji,Perdagangan,81.0,92.0,2936435.0,18365449.0,Shopee,766.0,Terdaftar,2007.0,15429014.0,519000000.0,766.0
UD. Rafif Pramana Celsi,Kesehatan,94.0,25.0,8953261.0,15698265.0,Lazada,474.0,Belum Terdaftar,2007.0,6745004.0,357000000.0,474.0
UD. Tariq Wangi Via,Jasa,39.0,28.0,3239432.0,6046182.0,Tokopedia,994.0,Terdaftar,2023.0,2806750.0,201000000.0,994.0
UD. Hesti Bagaskara,Jasa,75.0,95.0,4824316.0,33868924.0,Bukalapak,471.0,Terdaftar,2024.0,29044608.0,510000000.0,471.0
UD. Rizki Surya,Pendidikan,7.0,35.0,9171629.0,17913810.0,Bukalapak,208.0,Terdaftar,2010.0,8742181.0,126000000.0,208.0
UD. Nando Brata Khalid,Jasa,22.0,51.0,2602809.0,23535941.0,Lazada,774.0,Belum Terdaftar,2008.0,20933132.0,219000000.0,774.0
UD. Yessi Mandiri,Jasa,95.0,89.0,5019767.0,27680776.6,Lazada,925.0,Belum Terdaftar,2021.0,21393283.0,552000000.0,925.0
UD. Lando Trisula Jasmin,Kesehatan,85.0,7.0,663445.0,41160698.0,Bukalapak,283.0,Terdaftar,2012.0,40497253.0,276000000.0,283.0
UD. Mila Jayaningrat,Jasa,40.0,49.0,652615.0,5875150.0,Shopee,804.0,Terdaftar,2010.0,5222535.0,267000000.0,804.0
UD. Damaris Mahkota,Perdagangan,96.0,13.0,4611562.0,16458437.0,Shopee,713.0,Terdaftar,2022.0,15031481.399999999,327000000.0,713.0
UD. Riko Baruna,Kesehatan,32.0,51.0,1768328.0,12669036.0,Tokopedia,812.0,Terdaftar,2007.0,10900708.0,249000000.0,812.0
UD. Maudy Raharja,Jasa,2.0,12.0,2626680.0,23650773.0,Tokopedia,728.0,Terdaftar,2011.0,21024093.0,42000000.00000003,728.0
UD. Karim Manik,Jasa,74.0,61.0,3725454.0,30380062.0,Shopee,559.0,Belum Terdaftar,2006.0,26654608.0,405000000.0,559.0
UD. Obed Putri,Jasa,11.0,95.0,9739120.0,15399935.0,Tokopedia,498.0,Terdaftar,2010.0,5660815.000000002,318000000.0,498.0
UD. Lana Baruna,Pendidikan,89.0,87.8,6620465.0,32981846.0,Lazada,844.0,Terdaftar,2022.0,26361381.0,564000000.0,844.0
UD. Nisa Darussalam,Kesehatan,72.0,67.0,1647384.0,26160821.0,Shopee,486.0,Terdaftar,2021.0,24513437.0,417000000.0,486.0
UD. Wito Tirtaatmaja,Jasa,8.0,10.0,4566310.0,32642244.0,Tokopedia,665.0,Belum Terdaftar,2005.0,28075934.0,54000000.0,665.0
UD. Qyla Madya,Pendidikan,54.0,11.0,4413182.0,41554545.0,Tokopedia,595.0,Terdaftar,2007.0,37141363.0,195000000.0,595.0
UD. Nando Adyatma,Perdagangan,12.0,64.0,2946478.0,41351043.0,Lazada,373.0,Belum Terdaftar,2008.0,38404565.0,228000000.0,373.0
UD. Uti Mahendra,Pendidikan,14.0,63.0,698017.0,44550063.0,Shopee,719.0,Terdaftar,2017.0,43852046.0,231000000.0,719.0
UD. Suci Nirwana Clarissa,Perdagangan,86.0,47.0,3278785.0,23804164.0,Lazada,107.0,Belum Terdaftar,2022.0,20525379.0,399000000.0,107.0
UD. Hilmi Tirtayasa,Jasa,41.0,8.0,9457546.0,2391711.0,Website Sendiri,86.99999999999994,Terdaftar,2008.0,-7065835.0,147000000.0,87.0
UD. Oniel Cempaka,Jasa,41.0,36.0,9863235.0,23945646.0,Website Sendiri,924.0,Belum Terdaftar,2000.0,14082411.0,231000000.0,924.0
UD. Jasmin Wijaya,Kesehatan,24.0,25.0,7413076.0,6405507.0,Shopee,516.0,Terdaftar,2016.0,-1007569.0,147000000.0,516.0
UD. Lintang Langit,Jasa,39.0,86.0,7207270.0,8169850.0,Bukalapak,327.0,Belum Terdaftar,2012.0,962580.0,375000000.0,327.0
UD. Hendra Asri,Perdagangan,93.0,0.0,6753228.0,20121032.0,Tokopedia,92.0,Belum Terdaftar,2011.0,13367804.0,279000000.0,92.0
UD. Indah Reswara,Kesehatan,52.0,67.0,1870927.0,11258299.0,Bukalapak,203.0,Belum Terdaftar,2006.0,9387372.0,357000000.0,203.0
UD. Fitri Wiratama Vidi,Perdagangan,68.0,13.0,8780008.0,35221246.0,Bukalapak,96.0,Terdaftar,2001.0,26441238.0,222000000.0,96.0
UD. Wahyu Tunggul,Perdagangan,88.0,74.0,8528648.0,33257921.0,Tidak Ada,577.0,Terdaftar,2010.0,24729273.0,486000000.0,577.0
UD. Kiki Mulya,Jasa,86.0,45.0,1579017.0000000005,12994523.0,Tokopedia,860.0,Terdaftar,2004.0,11415506.0,393000000.0,860.0
UD. Gilangga Gatra,Kesehatan,23.0,31.0,5803159.0,48729037.0,Shopee,862.0,Belum Terdaftar,2009.0,42925878.0,156000000.0,862.0
UD. Fahmi Surya,Jasa,78.6,38.0,1592775.9999999995,3793013.0,Shopee,606.0,Belum Terdaftar,2009.0,2200237.0,348000000.0,606.0
UD. Indah Setia Gilang,Jasa,62.0,84.0,6761847.0,37640448.0,Shopee,208.0,Terdaftar,2023.0,30878601.0,438000000.0,208.0
UD. Agus Sudarsana,Kesehatan,52.0,2.0,7597985.0,26379941.0,Website Sendiri,379.0,Terdaftar,2017.0,18781956.0,162000000.0,379.0
UD. Yasir Pamungkas,Jasa,2.0,36.0,8621610.0,8409398.0,Lazada,834.0,Belum Terdaftar,2006.0,-212212.0,122400000.0,834.0
UD. Elyas Wangi,Perdagangan,77.0,94.0,5927143.0,25667556.0,Bukalapak,17.0,Terdaftar,2001.0,19740413.0,513000000.0,17.0
UD. Muthia Abdi Thariq,Jasa,10.0,23.0,8649617.0,45461736.0,Tokopedia,511.0,Terdaftar,2011.0,36812119.0,99000000.0,511.0
UD. Indah Persada,Jasa,63.0,16.0,8873180.0,25171957.0,Bukalapak,344.0,Belum Terdaftar,2011.0,16298777.0,237000000.0,344.0
UD. Shinta Saprahan,Jasa,65.0,32.0,1167766.0,18522003.0,Lazada,710.0,Terdaftar,2012.0,17354237.0,291000000.0,710.0
UD. Lidya Karang,Kesehatan,37.0,93.0,4841704.0,3910637.0,Website Sendiri,686.0,Terdaftar,2007.0,-931067.0,390000000.0,686.0
UD. Nando Mega Budi,Perdagangan,10.0,74.0,4721467.0,17977853.0,Bukalapak,273.0,Belum Terdaftar,2013.0,13256386.0,252000000.0,273.0
UD. Vera Widhi Juli,Pendidikan,31.0,65.0,2265974.9999999995,44026602.0,Lazada,651.0,Terdaftar,2007.0,41760627.0,288000000.0,651.0
UD. Reza Harmoni,Jasa,53.0,30.0,5285578.0,15396610.0,Tokopedia,840.0,Belum Terdaftar,2007.0,10111032.0,249000000.0,840.0
UD. Wenda Satria Jordi,Jasa,86.0,3.0,7089203.0,19534217.0,Tokopedia,815.0,Terdaftar,2022.0,12445014.0,267000000.0,815.0
UD. Febri Kusumah,Kesehatan,8.0,6.0,2724729.0,35907309.0,Website Sendiri,782.0,Terdaftar,2013.0,33182580.0,42000000.00000003,782.0
UD. Budi Ayodya,Perdagangan,86.0,74.0,3496145.0,45195908.0,Shopee,406.0,Terdaftar,2001.0,41699763.0,480000000.0,406.0
UD. Galang Cinta,Pendidikan,32.0,90.0,7367827.0,10051763.000000002,Website Sendiri,25.0,Terdaftar,2018.0,2683936.0,366000000.0,25.0
UD. Celsi Trijaya,Kesehatan,32.0,61.0,9443539.0,12004688.0,Tokopedia,709.0,Terdaftar,2013.0,2561149.0,279000000.0,709.0
UD. Qasya Raharja,Jasa,63.0,90.0,1646545.0,35873352.0,Tokopedia,903.0,Belum Terdaftar,2009.0,34226807.0,459000000.0,903.0
UD. Sekar Bima,Perdagangan,2.0,27.0,6234372.0,9831657.0,Website Sendiri,783.0,Belum Terdaftar,2006.0,3597285.000000002,87000000.0,783.0
UD. Yora Wening,Kesehatan,87.0,47.0,1623393.0,7200629.0,Lazada,30.0,Terdaftar,2013.0,5577236.0,402000000.0,30.0
UD. Fajar Ayodya,Jasa,30.0,6.0,907229.0,49219848.0,Tokopedia,949.0,Belum Terdaftar,2020.0,48312619.0,108000000.0,949.0
UD. Halim Abdi,Jasa,99.0,64.0,6064017.0,40642325.0,Lazada,22.999999999999943,Terdaftar,2022.0,34578308.0,489000000.0,22.999999999999943
UD. Hanafi Sentosa,Kesehatan,62.0,94.0,9377186.0,36296293.0,Website Sendiri,749.0,Belum Terdaftar,2020.0,26919107.0,468000000.0,749.0
UD. Hilmi Adhi Qasya,Jasa,50.0,72.0,2137864.0,49544467.0,Tokopedia,552.0,Belum Terdaftar,2000.0,47406603.0,366000000.0,552.0
UD. Yasir Panuluh,Jasa,74.0,58.0,9673935.0,46635252.0,Bukalapak,233.0,Terdaftar,2011.0,36961317.0,396000000.0,233.0
UD. Uti Wisesa,Perdagangan,86.0,83.0,7117855.0,30544905.0,Website Sendiri,572.0,Terdaftar,2014.0,23427050.0,507000000.0,572.0
UD. Vino Gemilang,Kesehatan,50.0,58.0,6033926.0,5305450.0,Shopee,17.0,Belum Terdaftar,2003.0,-728476.0,324000000.0,17.0
